,Shifters ,,EUDAQ,Scope 1,Scope 2,,#Events,,Av.,SPS values,,,,T: DUT1 (left),T: DUT2 (right),Humidity: DUT2 (right),Disk space available above 5%?,FE-i4,Good Run?,Angle,Scope 1 Channel 1,,,,Scope 1 Channel 2,,,,,Scope 1 Channel 3,,,,,Scope 1 Channel 4,,,,,,Scope 2 Channel 1,,,,Scope 2 Channel 2,,,,,Scope 2 Channel 3,,,,,Scope 2 Channel 4,,,,,Events synced,Run log comments,Commentaires++,,,Data saved on eos,Telescope ntuples
Date,NO COMMAS ANYWHERE PLEASE :),Time,RunNumber,Timestamp,Timestamp,Batch,This run (triggers field-not event builder),Total,Rate [Hz],Intensity T4,Colimators,Count on triggers,Trigger,T [C] temp A,T [C] temp B,Humidity [%] green-right,Y/N,Mask,G/B/U,Angle [degree],DUT Pos.,Sensor,V[V],I [A],DUT Pos.,Sensor,V[V],V_real [V],I [A],DUT Pos.,Sensor,V[V],V_real [V],I [A],DUT Pos.,Sensor,V[V],V_real [V],I[A],,DUT Pos.,Sensor,V[V],I[A],DUT Pos.,Sensor,V[V],V_real [V],I [A],DUT Pos.,Sensor,V[V],V_real [V],I [A],DUT Pos.,Sensor,V[V],V_real [V],I [A],,Run log comments NO COMMAS PLEASE !,Commentaires++,Scope 1 on eos,Scope 2 on eos,Telescope on eos,Telescope ntuples
6/1/2023,Viveka/Theo,6:26,9820,1685593560,1685593559,502,322399,1810395,348,,,,,-26.4,-26.6,4.1,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-250,-250,-2.54E-07,2,JSI-B7-IMEv3-W16-8E14,-250,-250,-8.71E-07,3,JSI-B13-IMEv3-W16-2.5E15,-450,-450,-1.02E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-100,-100,-9.92E-08,6,IMEv3 W16,-450,-450,9.20E-07,,NA,0,,,,,,,,y,
6/1/2023,Viveka/Theo,6:42,9821,1685594525,1685594524,502,322399,2132794,348,,,,,-26.5,-26.6,4,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-250,-250,-2.54E-07,2,JSI-B7-IMEv3-W16-8E14,-250,-250,-8.73E-07,3,JSI-B13-IMEv3-W16-2.5E15,-450,-450,-1.02E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-100,-100,-9.94E-08,6,IMEv3 W16,-450,-450,9.20E-07,,NA,0,,,,,,,,y,
6/1/2023,Viveka/Theo,6:58,9822,1685595489,1685595488,502,322399,2455193,348,,,,,-26.4,-26.6,3.9,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-250,-250,-2.54E-07,2,JSI-B7-IMEv3-W16-8E14,-250,-250,-8.74E-07,3,JSI-B13-IMEv3-W16-2.5E15,-450,-450,-1.03E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-100,-100,-9.94E-08,6,IMEv3 W16,-450,-450,9.20E-07,,NA,0,,,,,,,,y,
6/1/2023,Viveka/Theo,7:14,9823,1685596469,1685596468,502,322399,2777592,338,,,,,-26.4,-26.6,3.9,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-250,-250,-2.55E-07,2,JSI-B7-IMEv3-W16-8E14,-250,-250,-8.75E-07,3,JSI-B13-IMEv3-W16-2.5E15,-450,-450,-1.03E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-100,-100,-9.94E-08,6,IMEv3 W16,-450,-450,9.20E-07,,NA,0,,,,,,,,y,
6/1/2023,Viveka/Theo,7:31,9824,1685597462,1685597461,502,322399,3099991,338,,,,,-26.4,-26.6,3.8,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-250,-250,-2.54E-07,2,JSI-B7-IMEv3-W16-8E14,-250,-250,-8.75E-07,3,JSI-B13-IMEv3-W16-2.5E15,-450,-450,-1.03E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-100,-100,-9.95E-08,6,IMEv3 W16,-450,-450,9.20E-07,,NA,0,,,,,,,,y,
6/1/2023,Viveka/Theo,7:47,9825,1685598455,1685598455,502,322399,3422390,,,,,,-26.4,-26.6,3.7,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-250,-250,-2.55E-07,2,JSI-B7-IMEv3-W16-8E14,-250,-250,-8.77E-07,3,JSI-B13-IMEv3-W16-2.5E15,-450,-450,-1.03E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-100,-100,-9.95E-08,6,IMEv3 W16,-450,-450,9.20E-07,,NA,0,,,,,,,,y,
6/1/2023,Nikolay/Aleksandr,8:53,9828,1685601791,1685601791,503,322399,322399,130,,,,,-26.3,-26.5,3.5,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-300,-300,-3.70E-07,2,JSI-B7-IMEv3-W16-8E14,-300,-300,-1.95E-06,3,JSI-B13-IMEv3-W16-2.5E15,-500,-500,-1.41E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-120,-120,-1.40E-07,6,IMEv3 W16,-500,-500,1.40E-06,,NA,0,,,,,,,,y,
6/1/2023,Nikolay/Aleksandr,9:47,9829,1685605649,1685605648,503,322399,644798,130,,,,,-26.2,-26.4,3.4,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-300,-300,-3.70E-07,2,JSI-B7-IMEv3-W16-8E14,-300,-300,-1.95E-06,3,JSI-B13-IMEv3-W16-2.5E15,-500,-500,-1.41E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-120,-120,-1.40E-07,6,IMEv3 W16,-500,-500,1.40E-06,,NA,0,,,,,,,,y,
6/1/2023,Nikolay/Aleksandr,10:40,9830,1685608817,1685608817,503,,,,,,,,-26.1,-26.3,3.2,,,B,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-300,-300,-3.70E-07,2,JSI-B7-IMEv3-W16-8E14,-300,-300,-1.95E-06,3,JSI-B13-IMEv3-W16-2.5E15,-500,-500,-1.41E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-120,-120,-1.40E-07,6,IMEv3 W16,-500,-500,1.40E-06,,NA,0,,,,Low disk space on the Scope1,,,,y,
6/1/2023,Nikolay/Aleksandr,11:43,9833,1685612608,1685612612,503,322399,967197,126,,,,,-25.6,-25.8,2.8,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-300,-300,-3.70E-07,2,JSI-B7-IMEv3-W16-8E14,-300,-300,-1.95E-06,3,JSI-B13-IMEv3-W16-2.5E15,-500,-500,-1.41E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-120,-120,-1.40E-07,6,IMEv3 W16,-500,-500,1.40E-06,,NA,0,,,,,,,,y,
6/1/2023,Nikolay/Aleksandr,12:27,9834,1685615187,1685615186,503,322399,1289596,123,,,,,-25.4,-25.6,2.9,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-300,-300,-3.70E-07,2,JSI-B7-IMEv3-W16-8E14,-300,-300,-1.95E-06,3,JSI-B13-IMEv3-W16-2.5E15,-500,-500,-1.41E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-120,-120,-1.40E-07,6,IMEv3 W16,-500,-500,1.40E-06,,NA,0,,,,,,,,y,
6/1/2023,Nikolay/Aleksandr,13:11,9835,1685617797,1685617796,503,322399,1611995,,,,,,-25.3,-25.5,2.9,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-300,-300,-3.70E-07,2,JSI-B7-IMEv3-W16-8E14,-300,-300,-1.95E-06,3,JSI-B13-IMEv3-W16-2.5E15,-500,-500,-1.41E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-120,-120,-1.40E-07,6,IMEv3 W16,-500,-500,1.40E-06,,NA,0,,,,,,,,y,
6/1/2023,Nikolay/Aleksandr,13:55,9836,1685620530,1685620529,503,,1611995,,,,,,-25,-25.3,2.7,,,B,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-300,-300,-3.70E-07,2,JSI-B7-IMEv3-W16-8E14,-300,-300,-1.95E-06,3,JSI-B13-IMEv3-W16-2.5E15,-500,-500,-1.41E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-120,-120,-1.40E-07,6,IMEv3 W16,-500,-500,1.40E-06,,NA,0,,,,Desyncronisation,,,,y,
6/1/2023,Nikolay/Aleksandr/Viveka,14:53,9837,1685623979,1685623988,503,238080,1850075,101,,,,,-25,-25.1,2.6,,,U,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-300,-300,-3.70E-07,2,JSI-B7-IMEv3-W16-8E14,-300,-300,-1.95E-06,3,JSI-B13-IMEv3-W16-2.5E15,-500,-500,-1.41E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-120,-120,-1.40E-07,6,IMEv3 W16,-500,-500,1.40E-06,,NA,0,,,,Desyncronisation after cycle 47,,,,y,
6/1/2023,Viveka/Theo,16:31,9839,1685629780,1685629784,503,119040,1969115,50,,,,,-24.7,-24.8,2.6,,,B,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-300,-300,-3.70E-07,2,JSI-B7-IMEv3-W16-8E14,-300,-300,-1.95E-06,3,JSI-B13-IMEv3-W16-2.5E15,-500,-500,-1.41E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-120,-120,-1.40E-07,6,IMEv3 W16,-500,-500,1.40E-06,,NA,0,,,,Desyncronisation,,,,y,
6/1/2023,Viveka/Theo,20:51,9843,1685645486,1685645483,503,322399,2291514,335,,,,,-33.1,-33.4,9.9,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-300,-300,-2.03E-07,2,JSI-B7-IMEv3-W16-8E14,-300,-300,-1.13E-06,3,JSI-B13-IMEv3-W16-2.5E15,-500,-500,-7.21E-07,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-120,-120,9.52E-08,6,IMEv3 W16,-500,-500,7.45E-07,,NA,0,,,,,,,,y,
6/1/2023,Viveka/Theo,21:08,9844,1685646505,1685646505,503,322399,2613913,230,,,,,-33.2,-33.4,9.6,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-300,-300,-2.03E-07,2,JSI-B7-IMEv3-W16-8E14,-300,-300,-1.13E-06,3,JSI-B13-IMEv3-W16-2.5E15,-500,-500,-7.21E-07,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-120,-120,9.51E-08,6,IMEv3 W16,-500,-500,7.20E-07,,NA,0,,,,,,,,y,
6/1/2023,Viveka/Theo,21:32,9845,1685647942,1685647941,503,322399,2936312,220,,,,,-33.2,-33.4,9.5,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-300,-300,-2.03E-07,2,JSI-B7-IMEv3-W16-8E14,-300,-300,-1.13E-06,3,JSI-B13-IMEv3-W16-2.5E15,-500,-500,-7.19E-07,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-120,-120,9.50E-08,6,IMEv3 W16,-500,-500,7.45E-07,,NA,0,,,,,,,,y,
6/1/2023,Viveka/Theo,22:26,9846,1685651189,1685651188,503,322399,3258711,116,,,,,-33.2,-33.5,8.8,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-300,-300,-2.03E-07,2,JSI-B7-IMEv3-W16-8E14,-300,-300,-1.13E-06,3,JSI-B13-IMEv3-W16-2.5E15,-500,-500,-7.19E-07,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-120,-120,9.50E-08,6,IMEv3 W16,-500,-500,7.45E-07,,NA,0,,,,,,,,y,
6/1/2023,Viveka/Theo,22:13,9847,1685653982,1685653982,503,322399,3581110,340,,,,,-33.2,-33.5,8.3,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-300,-300,-2.02E-07,2,JSI-B7-IMEv3-W16-8E14,-300,-300,-1.13E-06,3,JSI-B13-IMEv3-W16-2.5E15,-500,-500,-7.18E-07,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-120,-120,9.48E-08,6,IMEv3 W16,-500,-500,7.45E-07,,NA,0,,,,,,,,y,
6/1/2023,Andrea/Robin,23.44,9849,1685655770,1685655781,504,,,,,,,,-33.1,-33.4,7.3,,,B,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,Desyncronisation,,,,y,
6/2/2023,Andrea/Robin,1:20,9863,1685661578,1685661573,504,322399,0,340,,,,,-33.1,-33.4,7.3,,,B,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,Desyncronisation at end of run,,,,y,
6/2/2023,Andrea/Robin,1:40,9866,1685662797,1685662804,504,0,0,,,,,,-32.9,-33.2,5.1,,,B,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,Desyncronisation,,,,yy,
6/2/2023,Andrea/Robin,1:47,9867,1685663202,1685663199,504,322399,0,346,,,,,-32.9,-33.2,5.1,,,B,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,Desyncronisation at end of run,,,,y,
6/2/2023,Andrea/Robin,2.04,9868,1685664178,1685664177,504,,0,,,,,,-32.9,-33.2,4.9,,,B,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,Desyncronisation,,,,y,
6/2/2023,Andrea/Robin,3:00,9875,1685667368,1685667370,504,322399,322399,338,,,,,-33,-33.2,4.8,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,changed to a larger mask to cope with desync. going to 4M events for this batch,,,,y,
6/2/2023,Andrea/Robin,3.13,9876,1685668367,1685668366,504,0,322399,,,,,,-33,-33.2,4.5,,"27-39, 152-223",B,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,Desyncronisation at end of run,,,,y,
6/2/2023,Andrea/Robin,3:34,9879,1685669583,1685669579,504,302560,624959,348,,,,,-33,-33.3,4.6,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,,,,,y,
6/2/2023,Andrea/Robin,3:50,9880,1685670564,1685670565,504,302560,927519,348,,,,,-33,-33.3,4.7,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,,,,,y,
6/2/2023,Andrea/Robin,4.05,9881,1685671529,1685671527,504,302560,1230079,342,,,,,-33,-33.3,4.7,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,,,,,y,
6/2/2023,Andrea/Robin,4:20,9882,1685672502,1685672507,504,302560,1532639,347,,,,,-33.1,-33.4,4.8,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,,,,,y,
6/2/2023,Andrea/Robin,4:38,9883,1685673518,1685673524,504,302560,1835199,347,,,,,-33.1,-33.4,4.8,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,,,,,y,
6/2/2023,Andrea/Robin,4:56,9884,1685674556,1685674552,504,322399,2157598,342,,,,,-33.1,-33.4,4.8,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,,,,,y,
6/2/2023,Andrea/Robin,5:12,9885,1685675538,1685675537,504,322399,2479997,344,,,,,-33,-33.2,4.8,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,,,,,y,
6/2/2023,Andrea/Robin,5:30,9887,1685676600,1685676605,504,322399,2802396,349,,,,,-33,-33.2,4.8,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,,,,,y,
6/2/2023,Andrea/Robin,5:47,9888,1685677568,1685677568,504,322399,3124795,343,,,,,-33,-33.2,4.8,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,,,,,y,
6/2/2023,Andrea/Robin,6:02,9889,1685678548,1685678547,504,322399,3447194,194,,,,,-33,-33.2,4.9,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,,,,,y,
6/2/2023,Andrea/Robin,6:31,9890,1685680247,1685680246,504,322399,3769593,355,,,,,-33,-33.2,5,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,,,,,y,
6/2/2023,Andrea/Robin,6.47,9891,1685681240,1685681239,504,0,3769593,0,,,,,-33,-33.3,5,,"27-39, 152-223",B,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,Desyncronisation,,,,y,
6/2/2023,Andrea/Robin,7.05,9892,1685682325,1685682320,504,267838,4037431,307,,,,,-33,-33.3,5,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,,,,,y,
6/2/2023,Andrea/Robin,7.28,9894,1685683644,1685683649,504,322399,4359830,349,,,,,-33,-33.3,4.9,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,,,,,y,
6/2/2023,Andrea/Robin,7.44,9895,1685684639,1685684638,504,322399,4682229,331,,,,,-33,-33.3,5,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,,,,,y,
6/2/2023,Andrea/Robin,8:02,9896,1685684639,1685685646,504,322399,5004628,331,,,,,-33,-33.3,5,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-350,-350,-3.47E-07,2,JSI-B7-IMEv3-W16-8E14,-350,-350,-3.91E-06,3,JSI-B13-IMEv3-W16-2.5E15,-550,-550,-1.04E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-150,-150,-2.90E-07,6,IMEv3 W16,-550,-550,1.26E-06,,NA,0,,,,,,,,y,
6/2/2023,Xiao/Marcello,8:34,9898,1685687565,1685687567,505,322399,322399,342,,,,,-33,-33.3,5.3,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-7.76E-07,2,JSI-B7-IMEv3-W16-8E14,-370,-370,-5.04E-06,3,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.61E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-180,-180,-5.67E-06,6,IMEv3 W16,-600,-598.6,2.46E-06,,NA,0,,,,,,,,y,
6/2/2023,Xiao/Marcello,8:59,9899,1685688556,1685688555,505,322399,644798,338,,,,,-33,-33.3,5.3,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-7.76E-07,2,JSI-B7-IMEv3-W16-8E14,-370,-370,-5.04E-06,3,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.61E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-180,-180,-5.64E-06,6,IMEv3 W16,-600,-598.6,2.46E-06,,NA,0,,,,,,,,y,
