,Shifters ,,EUDAQ,Scope 1,Scope 2,,#Events,,Av.,SPS values,,,,T: DUT1 (left),T: DUT2 (right),Humidity: DUT2 (right),Disk space available above 5%?,FE-i4,Good Run?,Angle,Scope 1 Channel 1,,,,Scope 1 Channel 2,,,,,Scope 1 Channel 3,,,,,Scope 1 Channel 4,,,,,,Scope 2 Channel 1,,,,Scope 2 Channel 2,,,,,Scope 2 Channel 3,,,,,Scope 2 Channel 4,,,,,Events synced,Run log comments,Commentaires++,,,Data saved on eos,Telescope ntuples
Date,NO COMMAS ANYWHERE PLEASE :),Time,RunNumber,Timestamp,Timestamp,Batch,This run (triggers field-not event builder),Total,Rate [Hz],Intensity T4,Colimators,Count on triggers,Trigger,T [C] temp A,T [C] temp B,Humidity [%] green-right,Y/N,Mask,G/B/U,Angle [degree],DUT Pos.,Sensor,V[V],I [A],DUT Pos.,Sensor,V[V],V_real [V],I [A],DUT Pos.,Sensor,V[V],V_real [V],I [A],DUT Pos.,Sensor,V[V],V_real [V],I[A],,DUT Pos.,Sensor,V[V],I[A],DUT Pos.,Sensor,V[V],V_real [V],I [A],DUT Pos.,Sensor,V[V],V_real [V],I [A],DUT Pos.,Sensor,V[V],V_real [V],I [A],,Run log comments NO COMMAS PLEASE !,Commentaires++,Scope 1 on eos,Scope 2 on eos,Telescope on eos,Telescope ntuples
6/2/2023,Xiao/Marcello,9:06,9900,1685689549,1685689548,505,322399,967197,,,,,,-33,-33.3,5.3,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-7.76E-07,2,JSI-B7-IMEv3-W16-8E14,-370,-370,-5.04E-06,3,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.61E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-180,-180,-5.61E-06,6,IMEv3 W16,-600,-598.6,2.46E-06,,NA,0,,,,,,,,y,
6/2/2023,Xiao/Marcello,9:23,9901,1685690543,1685690542,505,322399,1289596,131,,,,,-33,-33.3,5.3,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-7.76E-07,2,JSI-B7-IMEv3-W16-8E14,-370,-370,-5.04E-06,3,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.61E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-180,-180,-5.61E-06,6,IMEv3 W16,-600,-598.6,2.46E-06,,NA,0,,,,,,,,y,
6/2/2023,Xiao/Marcello,9:57,9902,1685692581,1685692580,505,218238,,,,,,,-33,-33.3,5.3,,"27-39, 152-223",B,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-7.76E-07,2,JSI-B7-IMEv3-W16-8E14,-370,-370,-5.04E-06,3,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.61E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-180,-180,-5.52E-06,6,IMEv3 W16,-600,-598.6,2.46E-06,,NA,0,,,,Desync between scope and runcontrol,,,,y,
6/2/2023,Xiao/Marcello,10:21,9904,1685694002,1685694004,505,322399,1611995,235,,,,,-33,-33.3,5.3,,"27-39, 152-223",G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-7.76E-07,2,JSI-B7-IMEv3-W16-8E14,-370,-370,-5.04E-06,3,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.61E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-180,-180,-5.52E-06,6,IMEv3 W16,-600,-598.6,2.46E-06,,NA,0,,,,,,,,y,
6/2/2023,Xiao/Marcello,10:44,9905,1685695402,1685695401,505,138879,1750874,129,,,,,-33,-33.3,5.4,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-7.76E-07,2,JSI-B7-IMEv3-W16-8E14,-370,-370,-5.04E-06,3,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.61E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-180,-180,-5.52E-06,6,IMEv3 W16,-600,-598.6,2.46E-06,,NA,0,,,,Changed back small mask.beam intensity goes from 7e4 to 1.5e5,,,,y,
6/2/2023,Xiao/Marcello,11:14,9910,1685697164,1685697166,505,143842,1894716,113,,,,,-33,-33.3,5.4,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-7.76E-07,2,JSI-B7-IMEv3-W16-8E14,-370,-370,-5.04E-06,3,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.61E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-180,-180,-5.52E-06,6,IMEv3 W16,-600,-598.6,2.46E-06,,NA,0,,,,run stopped early because no beam due to safety inspection (11:35),,,,y,
6/2/2023,Xiao/Marcello,12:07,9912,1685700376,1685700378,505,322399,2217115,120,,,,,-33,-33.3,5.4,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-7.76E-07,2,JSI-B7-IMEv3-W16-8E14,-370,-370,-5.04E-06,3,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.61E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-180,-180,-5.52E-06,6,IMEv3 W16,-600,-598.6,2.46E-06,,NA,0,,,,,,,,y,
6/2/2023,Xiao/Marcello,12:35,9913,1685702055,1685702055,505,272805,2489920,250,,,,,-33,-33.3,5.4,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-7.76E-07,2,JSI-B7-IMEv3-W16-8E14,-370,-370,-5.04E-06,3,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.61E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-180,-180,-5.52E-06,6,IMEv3 W16,-600,-598.6,2.46E-06,,NA,0,,,,SPS beam stop,,,,y,
6/2/2023,Xiao/Marcello,13:19,9916,1685704611,1685704613,505,,2489920,,,,,,-33,-33.3,5.4,,,,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-7.76E-07,2,JSI-B7-IMEv3-W16-8E14,-370,-370,-5.04E-06,3,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.61E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-180,-180,-5.52E-06,6,IMEv3 W16,-600,-598.6,2.46E-06,,NA,0,,,,,,,,y,
6/2/2023,Xiao/Marcello,14:15,9918,1685707918,1685707921,505,205919,2695839,245,,,,,-33,-33.3,5.4,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-7.76E-07,2,JSI-B7-IMEv3-W16-8E14,-370,-370,-5.04E-06,3,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.61E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-180,-180,-5.52E-06,6,IMEv3 W16,-600,-598.6,2.46E-06,,NA,0,,,,,,,,y,
6/2/2023,Xiao/Marcello,14:30,9920,1685708875,1685708879,505,91079,2786918,273,,,,,-33,-33.3,5.4,,,B,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-7.76E-07,2,JSI-B7-IMEv3-W16-8E14,-370,-370,-5.04E-06,3,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.61E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-180,-180,-5.52E-06,6,IMEv3 W16,-600,-598.6,2.46E-06,,NA,0,,,,desync,,,,y,
6/2/2023,Xiao/Marcello,14:38,9921,1685709447,1685709450,505,205919,2992837,268,,,,,-33,-33.3,5.4,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-7.76E-07,2,JSI-B7-IMEv3-W16-8E14,-370,-370,-5.04E-06,3,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.61E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-180,-180,-5.52E-06,6,IMEv3 W16,-600,-598.6,2.46E-06,,NA,0,,,,,,,,y,
6/2/2023,Xiao/Marcello,14:53,9922,1685710361,1685710358,505,209879,3202716,279,,,,,-33,-33.3,5.4,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-7.76E-07,2,JSI-B7-IMEv3-W16-8E14,-370,-370,-5.04E-06,3,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.61E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-180,-180,-5.52E-06,6,IMEv3 W16,-600,-598.6,2.46E-06,,NA,0,,,,,,,,y,
6/2/2023,Xiao/Marcello,15:07,9923,1685711207,1685711209,505,91109,3293825,,,,,,-33,-33.3,5.4,,,G,0,,MCP,2800,7.76E-05,1,JSI-PP4-IMEv2-W7-6.5E14,-400,-400,-7.76E-07,2,JSI-B7-IMEv3-W16-8E14,-370,-370,-5.04E-06,3,JSI-B13-IMEv3-W16-2.5E15,-600,-600,-1.61E-06,,,MCP,2800,7.76E-05,4,JSI-B6-IMEv2-W7-1E14,-180,-180,-5.52E-06,6,IMEv3 W16,-600,-598.6,2.46E-06,,NA,0,,,,synch up to 91080,,,,y,
6/2/2023,Frank/Marion,19:40,9927,1685727350,1685727347,601,395999,395999,273,,,,,-30.6,-31.3,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-300,-300,-3.65E-06,2,CERN2-CH1-IMEv3-W12,-300,-300,-3.65E-06,2,CERN2-CH2-IMEv3-W12,-300,-300,-3.65E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-225,-225,4.40E-07,3,JSI-B5-CNM-W3-2.5E15,-400,-400,3.20E-07,2,CERN2-CH4-IMEv3-W16,-300,-300,-3.65E-06,,,,,,,
6/2/2023,Frank/Marion,20:05,9928,1685729091,1685729090,601,395999,791998,245,,,,,-30.6,-31.3,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-300,-300,-3.67E-06,2,CERN2-CH1-IMEv3-W12,-300,-300,-3.67E-06,2,CERN2-CH2-IMEv3-W12,-300,-300,-3.67E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-225,-225,4.43E-07,3,JSI-B5-CNM-W3-2.5E15,-400,-400,3.20E-07,2,CERN2-CH4-IMEv3-W16,-300,-300,-3.67E-06,,,,,,,
6/2/2023,Frank/Marion,20:32,9929,1685730732,1685730732,601,0,791998,274,,,,,-30.6,-31.3,0,,,B,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-300,-300,,2,CERN2-CH1-IMEv3-W12,-300,-300,-3.67E-06,2,CERN2-CH2-IMEv3-W12,-300,-300,-3.67E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-225,-225,4.43E-07,3,JSI-B5-CNM-W3-2.5E15,-400,-400,3.20E-07,2,CERN2-CH4-IMEv3-W16,-300,-300,-3.67E-06,,desync,,,,,
6/2/2023,Frank/Marion,21:01,9930,1685732484,1685732488,601,0,11880,,,,,,-30.6,-31.3,0,,,B,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-300,-300,,2,CERN2-CH1-IMEv3-W12,-300,-300,-3.67E-06,2,CERN2-CH2-IMEv3-W12,-300,-300,-3.67E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-225,-225,4.43E-07,3,JSI-B5-CNM-W3-2.5E15,-400,-400,3.20E-07,2,CERN2-CH4-IMEv3-W16,-300,-300,-3.67E-06,,desync,,,,,
6/2/2023,Frank/Marion,21:04,9931,1685732634,1685732631,601,395999,1187997,277,,,,,-30.6,-31.3,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-300,-300,-3.67E-06,2,CERN2-CH1-IMEv3-W12,-300,-300,-3.67E-06,2,CERN2-CH2-IMEv3-W12,-300,-300,-3.67E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-225,-225,4.43E-07,3,JSI-B5-CNM-W3-2.5E15,-400,-400,3.20E-07,2,CERN2-CH4-IMEv3-W16,-300,-300,-3.67E-06,,,,,,,
6/2/2023,Frank/Marion,21:28,9932,1685734102,1685734101,601,395999,1583996,280,,,,,-30.6,-31.3,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-300,-300,-3.66E-06,2,CERN2-CH1-IMEv3-W12,-300,-300,-3.66E-06,2,CERN2-CH2-IMEv3-W12,-300,-300,-3.66E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-225,-225,4.43E-07,3,JSI-B5-CNM-W3-2.5E15,-400,-400,3.20E-07,2,CERN2-CH4-IMEv3-W16,-300,-300,-3.67E-06,,,,,,,
6/2/2023,Frank/Marion,21:53,9933,1685735585,1685735584,601,395999,1979995,280,,,,,-30.7,-31.4,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-300,-300,-3.65E-06,2,CERN2-CH1-IMEv3-W12,-300,-300,-3.65E-06,2,CERN2-CH2-IMEv3-W12,-300,-300,-3.65E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-225,-225,4.43E-07,3,JSI-B5-CNM-W3-2.5E15,-400,-400,3.20E-07,2,CERN2-CH4-IMEv3-W16,-300,-300,-3.65E-06,,,,,,,
6/2/2023,Frank/Marion,22:18,9934,1685737083,1685737082,601,395999,2375994,285,,,,,-30.7,-31.4,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-300,-300,-3.65E-06,2,CERN2-CH1-IMEv3-W12,-300,-300,-3.65E-06,2,CERN2-CH2-IMEv3-W12,-300,-300,-3.65E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-225,-225,4.43E-07,3,JSI-B5-CNM-W3-2.5E15,-400,-400,3.20E-07,2,CERN2-CH4-IMEv3-W16,-300,-300,-3.65E-06,,,,,,,
6/2/2023,Frank/Marion,22:42,9935,1685738552,1685738551,601,395999,2771993,265,,,,,-30.6,-31.3,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-300,-300,-3.65E-06,2,CERN2-CH1-IMEv3-W12,-300,-300,-3.65E-06,2,CERN2-CH2-IMEv3-W12,-300,-300,-3.65E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-225,-225,4.43E-07,3,JSI-B5-CNM-W3-2.5E15,-400,-400,3.20E-07,2,CERN2-CH4-IMEv3-W16,-300,-300,-3.65E-06,,,,,,,
6/2/2023,Frank/Marion,23:07,9936,1685740049,1685740049,601,241558,3013551,282,,,,,-30.6,-31.3,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-300,-300,-3.65E-06,2,CERN2-CH1-IMEv3-W12,-300,-300,-3.65E-06,2,CERN2-CH2-IMEv3-W12,-300,-300,-3.65E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-225,-225,4.43E-07,3,JSI-B5-CNM-W3-2.5E15,-400,-400,3.20E-07,2,CERN2-CH4-IMEv3-W16,-300,-300,-3.65E-06,,,,,,,
6/2/2023,Frank/Marion,23:26,9937,1685741164,1685741169,602,395999,395999,285,,,,,-30.5,-31.2,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-350,-350,-5.46E-06,2,CERN2-CH1-IMEv3-W12,-350,-350,-5.46E-06,2,CERN2-CH2-IMEv3-W12,-350,-350,-5.46E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-275,-275,-8.74E-07,3,JSI-B5-CNM-W3-2.5E15,-450,-450,-4.09E-07,2,CERN2-CH4-IMEv3-W16,-350,-350,-5.46E-06,,,,,,,
6/2/2023,Frank/Marion,23:51,9938,1685742656,1685742655,602,395999,791998,285,,,,,-30.5,-31.2,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-350,-350,-5.46E-06,2,CERN2-CH1-IMEv3-W12,-350,-350,-5.46E-06,2,CERN2-CH2-IMEv3-W12,-350,-350,-5.46E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-275,-275,-8.74E-07,3,JSI-B5-CNM-W3-2.5E15,-450,-450,-4.09E-07,2,CERN2-CH4-IMEv3-W16,-350,-350,-5.46E-06,,,,,,,
6/3/2023,Yassine/Marcello,0:25,9939,1685744675,1685744675,602,395999,1187997,115,,,,,-30.4,-31.1,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-350,-350,-5.52E-06,2,CERN2-CH1-IMEv3-W12,-350,-350,-5.52E-06,2,CERN2-CH2-IMEv3-W12,-350,-350,-5.52E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-275,-275,-8.83E-07,3,JSI-B5-CNM-W3-2.5E15,-450,-450,-4.16E-07,2,CERN2-CH4-IMEv3-W16,-350,-350,-5.52E-06,,,,,,,
6/3/2023,Yassine/Marcello,1:31,9940,1685748675,1685748674,602,395999,1583996,239,,,,,-30.4,-31.1,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-350,-350,-5.52E-06,2,CERN2-CH1-IMEv3-W12,-350,-350,-5.52E-06,2,CERN2-CH2-IMEv3-W12,-350,-350,-5.52E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-275,-275,-8.83E-07,3,JSI-B5-CNM-W3-2.5E15,-450,-450,-4.16E-07,2,CERN2-CH4-IMEv3-W16,-350,-350,-5.52E-06,,,,,,,
6/3/2023,Yassine/Marcello,2:00,9941,1685750370,1685750370,602,395999,1979995,269,,,,,-30.4,-31.1,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-350,-350,-5.52E-06,2,CERN2-CH1-IMEv3-W12,-350,-350,-5.52E-06,2,CERN2-CH2-IMEv3-W12,-350,-350,-5.52E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-275,-275,-8.83E-07,3,JSI-B5-CNM-W3-2.5E15,-450,-450,-4.16E-07,2,CERN2-CH4-IMEv3-W16,-350,-350,-5.52E-06,,,,,,,
6/3/2023,Yassine/Marcello,2:25,9942,1685751882,1685751882,602,395999,2375994,277,,,,,-30.4,-31.1,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-350,-350,-5.52E-06,2,CERN2-CH1-IMEv3-W12,-350,-350,-5.52E-06,2,CERN2-CH2-IMEv3-W12,-350,-350,-5.52E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-275,-275,-8.83E-07,3,JSI-B5-CNM-W3-2.5E15,-450,-450,-4.16E-07,2,CERN2-CH4-IMEv3-W16,-350,-350,-5.52E-06,,,,,,,
6/3/2023,Yassine/Marcello,2:49,9943,1685753351,1685753351,602,395999,2771993,273,,,,,-30.5,-31.1,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-350,-350,-5.48E-06,2,CERN2-CH1-IMEv3-W12,-350,-350,-5.48E-06,2,CERN2-CH2-IMEv3-W12,-350,-350,-5.48E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-275,-275,-8.83E-07,3,JSI-B5-CNM-W3-2.5E15,-450,-450,-4.16E-07,2,CERN2-CH4-IMEv3-W16,-350,-350,-5.48E-06,,,,,,,
6/3/2023,Yassine/Marcello,3:14,9944,1685754834,1685754834,602,395999,3167992,273,,,,,-30.5,-31.1,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-350,-350,-5.48E-06,2,CERN2-CH1-IMEv3-W12,-350,-350,-5.48E-06,2,CERN2-CH2-IMEv3-W12,-350,-350,-5.48E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-275,-275,-8.83E-07,3,JSI-B5-CNM-W3-2.5E15,-450,-450,-4.16E-07,2,CERN2-CH4-IMEv3-W16,-350,-350,-5.48E-06,,,,,,,
6/3/2023,Yassine/Marcello,3:48,9947,1685756844,1685756847,603,395998,395998,277,,,,,-30.5,-31.1,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-400,-400,-8.90E-06,2,CERN2-CH1-IMEv3-W12,-400,-400,-8.90E-06,2,CERN2-CH2-IMEv3-W12,-400,-400,-8.90E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-320,-320,-1.98E-06,3,JSI-B5-CNM-W3-2.5E15,-500,-500,-5.34E-07,2,CERN2-CH4-IMEv3-W16,-400,-400,-8.90E-06,,all run sync except last cycle (1 less trigger),,,,,
6/3/2023,Yassine/Marcello,4:13,9948,1685758319,1685758319,603,395999,791997,274,,,,,-30.5,-31.1,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-400,-400,-8.90E-06,2,CERN2-CH1-IMEv3-W12,-400,-400,-8.90E-06,2,CERN2-CH2-IMEv3-W12,-400,-400,-8.90E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-320,-320,-1.98E-06,3,JSI-B5-CNM-W3-2.5E15,-500,-500,-5.34E-07,2,CERN2-CH4-IMEv3-W16,-400,-400,-8.90E-06,,,,,,,
6/3/2023,Yassine/Marcello,4:37,9949,1685759802,1685759802,603,395998,1187995,272,,,,,-30.6,-31.3,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-400,-400,-8.90E-06,2,CERN2-CH1-IMEv3-W12,-400,-400,-8.90E-06,2,CERN2-CH2-IMEv3-W12,-400,-400,-8.90E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-320,-320,-1.98E-06,3,JSI-B5-CNM-W3-2.5E15,-500,-500,-5.34E-07,2,CERN2-CH4-IMEv3-W16,-400,-400,-8.90E-06,,all run sync except last cycle (1 less trigger),,,,,
6/3/2023,Yassine/Marcello,5:01,9950,1685761285,1685761285,603,395999,1583994,267,,,,,-30.7,-31.3,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-400,-400,-8.90E-06,2,CERN2-CH1-IMEv3-W12,-400,-400,-8.90E-06,2,CERN2-CH2-IMEv3-W12,-400,-400,-8.90E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-320,-320,-1.98E-06,3,JSI-B5-CNM-W3-2.5E15,-500,-500,-5.34E-07,2,CERN2-CH4-IMEv3-W16,-400,-400,-8.90E-06,,,,,,,
6/3/2023,Yassine/Marcello,5:26,9951,1685762798,1685762797,603,395999,1979993,274,,,,,-30.7,-31.3,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-400,-400,-8.90E-06,2,CERN2-CH1-IMEv3-W12,-400,-400,-8.90E-06,2,CERN2-CH2-IMEv3-W12,-400,-400,-8.90E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-320,-320,-1.98E-06,3,JSI-B5-CNM-W3-2.5E15,-500,-500,-5.34E-07,2,CERN2-CH4-IMEv3-W16,-400,-400,-8.90E-06,,,,,,,
6/3/2023,Yassine/Marcello,5:52,9952,1685764281,1685764280,603,395999,2375992,280,,,,,-30.8,-31.4,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-400,-400,-8.90E-06,2,CERN2-CH1-IMEv3-W12,-400,-400,-8.90E-06,2,CERN2-CH2-IMEv3-W12,-400,-400,-8.90E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-320,-320,-1.98E-06,3,JSI-B5-CNM-W3-2.5E15,-500,-500,-5.34E-07,2,CERN2-CH4-IMEv3-W16,-400,-400,-8.90E-06,,,,,,,
6/3/2023,Yassine/Marcello,6:17,9953,1685765750,1685765749,603,395998,2771990,275,,,,,-30.8,-31.4,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-400,-400,-8.90E-06,2,CERN2-CH1-IMEv3-W12,-400,-400,-8.90E-06,2,CERN2-CH2-IMEv3-W12,-400,-400,-8.90E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-320,-320,-1.98E-06,3,JSI-B5-CNM-W3-2.5E15,-500,-500,-5.34E-07,2,CERN2-CH4-IMEv3-W16,-400,-400,-8.90E-06,,all run sync except last cycle (1 less trigger),,,,,
6/3/2023,Yassine/Marcello,6:41,9954,1685767233,1685767232,603,395999,3167989,268,,,,,-30.8,-31.4,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-400,-400,-8.70E-06,2,CERN2-CH1-IMEv3-W12,-400,-400,-8.70E-06,2,CERN2-CH2-IMEv3-W12,-400,-400,-8.70E-06,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-320,-320,1.96E-06,3,JSI-B5-CNM-W3-2.5E15,-500,-500,-5.34E-07,2,CERN2-CH4-IMEv3-W16,-400,-400,-8.70E-06,,,,,,,
6/3/2023,Yassine/Marcello,7:10,9956,1685768970,1685768967,604,395998,395998,,,,,,-30.8,-31.4,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-450,-450,-1.69E-05,2,CERN2-CH1-IMEv3-W12,-450,-450,-1.69E-05,2,CERN2-CH2-IMEv3-W12,-450,-450,-1.69E-05,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-340,-340,-3.01E-06,3,JSI-B5-CNM-W3-2.5E15,-550,-550,-7.29E-07,2,CERN2-CH4-IMEv3-W16,-450,-450,-1.69E-05,,all run sync except last cycle (1 less trigger),,,,,
6/3/2023,Yassine/Marcello,7:34,9957,1685770430,1685770429,604,395998,791996,267,,,,,-30.8,-31.4,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-450,-450,-1.69E-05,2,CERN2-CH1-IMEv3-W12,-450,-450,-1.69E-05,2,CERN2-CH2-IMEv3-W12,-450,-450,-1.69E-05,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-340,-340,-3.01E-06,3,JSI-B5-CNM-W3-2.5E15,-550,-550,-7.29E-07,2,CERN2-CH4-IMEv3-W16,-450,-450,-1.69E-05,,all run sync except last cycle (1 less trigger),,,,,
6/3/2023,Robin/Andrea,8:00,9958,1685771942,1685771941,604,352439,1144435,272,,,,,-30.8,-31.4,0,,,G,0,4,MCP,2800,7.76E-05,2,CERN2-CH0-IMEv3-W12,-450,-450,-1.69E-05,2,CERN2-CH1-IMEv3-W12,-450,-450,-1.69E-05,2,CERN2-CH2-IMEv3-W12,-450,-450,-1.69E-05,,4,MCP,2800,7.76E-05,1,JSI-B7-IMEv3-W16-8E14,-340,-340,-3.01E-06,3,JSI-B5-CNM-W3-2.5E15,-550,-550,-7.29E-07,2,CERN2-CH4-IMEv3-W16,-450,-450,-1.69E-05,,,,,,,
